Word_Unique_ID,PredictionNumber,Accuracy
QID1524,2,0
QID1524,3,0
QID1524,4,0
QID1524,5,0
QID1524,6,0
QID1524,7,0
QID1524,8,0
QID1524,9,0
QID1524,10,0
QID1525,1,0
QID1525,2,1
QID1525,3,1
QID1525,4,1
QID1525,5,1
QID1525,6,1
QID1525,7,1
QID1525,8,1
QID1525,9,1
QID1525,10,1
QID1525,1,0
QID1525,2,1
QID1525,3,1
QID1525,4,1
QID1525,5,1
QID1525,6,1
QID1525,7,1
QID1525,8,1
QID1525,9,1
QID1525,10,1
QID1526,1,0
QID1526,2,1
QID1526,3,1
QID1526,4,1
QID1526,5,1
QID1526,6,1
QID1526,7,1
QID1526,8,1
QID1526,9,1
QID1526,10,1
QID1527,1,1
QID1527,2,1
QID1527,3,1
QID1527,4,1
QID1527,5,1
QID1527,6,1
QID1527,7,1
QID1527,8,1
QID1527,9,1
QID1527,10,1
QID1528,1,1
QID1528,2,1
QID1528,3,1
QID1528,4,1
QID1528,5,1
QID1528,6,1
QID1528,7,1
QID1528,8,1
QID1528,9,1
QID1528,10,1
QID1528,1,1
QID1528,2,1
QID1528,3,1
QID1528,4,1
QID1528,5,1
QID1528,6,1
QID1528,7,1
QID1528,8,1
QID1528,9,1
QID1528,10,1
QID1529,1,0
QID1529,2,0
QID1529,3,0
QID1529,4,0
QID1529,5,0
QID1529,6,0
QID1529,7,0
QID1529,8,0
QID1529,9,0
QID1529,10,0
QID1530,1,0
QID1530,2,1
QID1530,3,1
QID1530,4,1
QID1530,5,1
QID1530,6,1
QID1530,7,1
QID1530,8,1
QID1530,9,1
QID1530,10,1
QID1531,1,0
QID1531,2,0
QID1531,3,0
QID1531,4,0
QID1531,5,0
QID1531,6,0
QID1531,7,0
QID1531,8,0
QID1531,9,0
QID1531,10,0
QID1532,1,1
QID1532,2,1
QID1532,3,1
QID1532,4,1
QID1532,5,1
QID1532,6,1
QID1532,7,1
QID1532,8,1
QID1532,9,1
QID1532,10,1
QID1533,1,0
QID1533,2,0
QID1533,3,0
QID1533,4,0
QID1533,5,0
QID1533,6,0
QID1533,7,0
QID1533,8,0
QID1533,9,0
QID1533,10,0
QID1534,1,0
QID1534,2,0
QID1534,3,0
QID1534,4,0
QID1534,5,0
QID1534,6,0
QID1534,7,0
QID1534,8,0
QID1534,9,0
QID1534,10,0
QID1535,1,0
QID1535,2,0
QID1535,3,1
QID1535,4,1
QID1535,5,1
QID1535,6,1
QID1535,7,1
QID1535,8,1
QID1535,9,1
QID1535,10,1
QID1536,1,0
QID1536,2,1
QID1536,3,1
QID1536,4,1
QID1536,5,1
QID1536,6,1
QID1536,7,1
QID1536,8,1
QID1536,9,1
QID1536,10,1
QID1537,1,0
QID1537,2,0
QID1537,3,0
QID1537,4,0
QID1537,5,0
QID1537,6,0
QID1537,7,0
QID1537,8,0
QID1537,9,0
QID1537,10,1
QID1538,1,0
QID1538,2,0
QID1538,3,0
QID1538,4,0
QID1538,5,0
QID1538,6,0
QID1538,7,0
QID1538,8,0
QID1538,9,0
QID1538,10,0
QID1539,1,0
QID1539,2,1
QID1539,3,1
QID1539,4,1
QID1539,5,1
QID1539,6,1
QID1539,7,1
QID1539,8,1
QID1539,9,1
QID1539,10,1
QID1540,1,0
QID1540,2,0
QID1540,3,0
QID1540,4,0
QID1540,5,0
QID1540,6,0
QID1540,7,0
QID1540,8,0
QID1540,9,0
QID1540,10,0
QID1541,1,0
QID1541,2,0
QID1541,3,1
QID1541,4,1
QID1541,5,1
QID1541,6,1
QID1541,7,1
QID1541,8,1
QID1541,9,1
QID1541,10,1
QID1542,1,0
QID1542,2,0
QID1542,3,1
QID1542,4,1
QID1542,5,1
QID1542,6,1
QID1542,7,1
QID1542,8,1
QID1542,9,1
QID1542,10,1
QID1543,1,0
QID1543,2,0
QID1543,3,0
QID1543,4,0
QID1543,5,0
QID1543,6,0
QID1543,7,0
QID1543,8,0
QID1543,9,0
QID1543,10,0
QID1544,1,0
QID1544,2,0
QID1544,3,0
QID1544,4,0
QID1544,5,0
QID1544,6,0
QID1544,7,0
QID1544,8,0
QID1544,9,0
QID1544,10,0
QID1545,1,1
QID1545,2,1
QID1545,3,1
QID1545,4,1
QID1545,5,1
QID1545,6,1
QID1545,7,1
QID1545,8,1
QID1545,9,1
QID1545,10,1
QID1546,1,0
QID1546,2,0
QID1546,3,0
QID1546,4,0
QID1546,5,1
QID1546,6,1
QID1546,7,1
QID1546,8,1
QID1546,9,1
QID1546,10,1
QID1547,1,1
QID1547,2,1
QID1547,3,1
QID1547,4,1
QID1547,5,1
QID1547,6,1
QID1547,7,1
QID1547,8,1
QID1547,9,1
QID1547,10,1
QID1548,1,0
QID1548,2,0
QID1548,3,0
QID1548,4,0
QID1548,5,0
QID1548,6,0
QID1548,7,0
QID1548,8,0
QID1548,9,0
QID1548,10,1
QID1549,1,1
QID1549,2,1
QID1549,3,1
QID1549,4,1
QID1549,5,1
QID1549,6,1
QID1549,7,1
QID1549,8,1
QID1549,9,1
QID1549,10,1
QID1550,1,0
QID1550,2,0
QID1550,3,1
QID1550,4,1
QID1550,5,1
QID1550,6,1
QID1550,7,1
QID1550,8,1
QID1550,9,1
QID1550,10,1
QID1551,1,0
QID1551,2,0
QID1551,3,0
QID1551,4,0
QID1551,5,0
QID1551,6,0
QID1551,7,0
QID1551,8,0
QID1551,9,0
QID1551,10,0
QID1552,1,0
QID1552,2,0
QID1552,3,0
QID1552,4,1
QID1552,5,1
QID1552,6,1
QID1552,7,1
QID1552,8,1
QID1552,9,1
QID1552,10,1
QID1553,1,0
QID1553,2,1
QID1553,3,1
QID1553,4,1
QID1553,5,1
QID1553,6,1
QID1553,7,1
QID1553,8,1
QID1553,9,1
QID1553,10,1
QID1554,1,0
QID1554,2,0
QID1554,3,0
QID1554,4,0
QID1554,5,0
QID1554,6,0
QID1554,7,0
QID1554,8,0
QID1554,9,0
QID1554,10,0
QID1555,1,0
QID1555,2,0
QID1555,3,0
QID1555,4,1
QID1555,5,1
QID1555,6,1
QID1555,7,1
QID1555,8,1
QID1555,9,1
QID1555,10,1
QID1556,1,0
QID1556,2,0
QID1556,3,0
QID1556,4,0
QID1556,5,0
QID1556,6,0
QID1556,7,0
QID1556,8,0
QID1556,9,0
QID1556,10,0
QID1557,1,1
QID1557,2,1
QID1557,3,1
QID1557,4,1
QID1557,5,1
QID1557,6,1
QID1557,7,1
QID1557,8,1
QID1557,9,1
QID1557,10,1
QID1558,1,0
QID1558,2,0
QID1558,3,0
QID1558,4,0
QID1558,5,0
QID1558,6,0
QID1558,7,0
QID1558,8,0
QID1558,9,1
QID1558,10,1
QID1559,1,0
QID1559,2,0
QID1559,3,0
QID1559,4,0
QID1559,5,0
QID1559,6,0
QID1559,7,0
QID1559,8,0
QID1559,9,0
QID1559,10,0
QID1560,1,1
QID1560,2,1
QID1560,3,1
QID1560,4,1
QID1560,5,1
QID1560,6,1
QID1560,7,1
QID1560,8,1
QID1560,9,1
QID1560,10,1
QID1561,1,0
QID1561,2,0
QID1561,3,0
QID1561,4,0
QID1561,5,0
QID1561,6,0
QID1561,7,0
QID1561,8,0
QID1561,9,0
QID1561,10,0
QID1562,1,0
QID1562,2,0
QID1562,3,0
QID1562,4,0
QID1562,5,0
QID1562,6,1
QID1562,7,1
QID1562,8,1
QID1562,9,1
QID1562,10,1
QID1563,1,0
QID1563,2,0
QID1563,3,0
QID1563,4,0
QID1563,5,0
QID1563,6,1
QID1563,7,1
QID1563,8,1
QID1563,9,1
QID1563,10,1
QID1564,1,0
QID1564,2,0
QID1564,3,0
QID1564,4,0
QID1564,5,0
QID1564,6,0
QID1564,7,0
QID1564,8,0
QID1564,9,0
QID1564,10,0
QID1565,1,0
QID1565,2,0
QID1565,3,0
QID1565,4,0
QID1565,5,0
QID1565,6,0
QID1565,7,0
QID1565,8,0
QID1565,9,0
QID1565,10,0
QID1566,1,1
QID1566,2,1
QID1566,3,1
QID1566,4,1
QID1566,5,1
QID1566,6,1
QID1566,7,1
QID1566,8,1
QID1566,9,1
QID1566,10,1
QID1567,1,0
QID1567,2,0
QID1567,3,1
QID1567,4,1
QID1567,5,1
QID1567,6,1
QID1567,7,1
QID1567,8,1
QID1567,9,1
QID1567,10,1
QID1568,1,1
QID1568,2,1
QID1568,3,1
QID1568,4,1
QID1568,5,1
QID1568,6,1
QID1568,7,1
QID1568,8,1
QID1568,9,1
QID1568,10,1
QID1569,1,0
QID1569,2,0
QID1569,3,0
QID1569,4,0
QID1569,5,0
QID1569,6,0
QID1569,7,0
QID1569,8,0
QID1569,9,0
QID1569,10,0
QID1570,1,1
QID1570,2,1
QID1570,3,1
QID1570,4,1
QID1570,5,1
QID1570,6,1
QID1570,7,1
QID1570,8,1
QID1570,9,1
QID1570,10,1
Q2692,1,0
Q2692,2,0
Q2692,3,0
Q2692,4,0
Q2692,5,0
Q2692,6,0
Q2692,7,0
Q2692,8,0
Q2692,9,0
Q2692,10,0
QID1571,1,0
QID1571,2,0
QID1571,3,0
QID1571,4,0
QID1571,5,0
QID1571,6,0
QID1571,7,0
QID1571,8,0
QID1571,9,0
QID1571,10,0
QID1572,1,0
QID1572,2,0
QID1572,3,0
QID1572,4,0
QID1572,5,0
QID1572,6,0
QID1572,7,0
QID1572,8,0
QID1572,9,0
QID1572,10,0
QID1573,1,0
QID1573,2,0
QID1573,3,0
QID1573,4,0
QID1573,5,0
QID1573,6,0
QID1573,7,0
QID1573,8,0
QID1573,9,0
QID1573,10,0
QID1574,1,0
QID1574,2,0
QID1574,3,0
QID1574,4,0
QID1574,5,0
QID1574,6,0
QID1574,7,0
QID1574,8,0
QID1574,9,0
QID1574,10,0
QID1575,1,0
QID1575,2,0
QID1575,3,0
QID1575,4,0
QID1575,5,0
QID1575,6,0
QID1575,7,0
QID1575,8,0
QID1575,9,1
QID1575,10,1
QID1576,1,0
QID1576,2,0
QID1576,3,0
QID1576,4,0
QID1576,5,0
QID1576,6,0
QID1576,7,1
QID1576,8,1
QID1576,9,1
QID1576,10,1
QID1577,1,0
QID1577,2,0
QID1577,3,0
QID1577,4,0
QID1577,5,0
QID1577,6,0
QID1577,7,0
QID1577,8,1
QID1577,9,1
QID1577,10,1
QID1578,1,1
QID1578,2,1
QID1578,3,1
QID1578,4,1
QID1578,5,1
QID1578,6,1
QID1578,7,1
QID1578,8,1
QID1578,9,1
QID1578,10,1
QID1578,1,1
QID1578,2,1
QID1578,3,1
QID1578,4,1
QID1578,5,1
QID1578,6,1
QID1578,7,1
QID1578,8,1
QID1578,9,1
QID1578,10,1
QID1579,1,0
QID1579,2,1
QID1579,3,1
QID1579,4,1
QID1579,5,1
QID1579,6,1
QID1579,7,1
QID1579,8,1
QID1579,9,1
QID1579,10,1
QID1579,1,0
QID1579,2,1
QID1579,3,1
QID1579,4,1
QID1579,5,1
QID1579,6,1
QID1579,7,1
QID1579,8,1
QID1579,9,1
QID1579,10,1
QID1580,1,1
QID1580,2,1
QID1580,3,1
QID1580,4,1
QID1580,5,1
QID1580,6,1
QID1580,7,1
QID1580,8,1
QID1580,9,1
QID1580,10,1
QID1581,1,0
QID1581,2,1
QID1581,3,1
QID1581,4,1
QID1581,5,1
QID1581,6,1
QID1581,7,1
QID1581,8,1
QID1581,9,1
QID1581,10,1
QID1581,1,0
QID1581,2,1
QID1581,3,1
QID1581,4,1
QID1581,5,1
QID1581,6,1
QID1581,7,1
QID1581,8,1
QID1581,9,1
QID1581,10,1
QID1582,1,1
QID1582,2,1
QID1582,3,1
QID1582,4,1
QID1582,5,1
QID1582,6,1
QID1582,7,1
QID1582,8,1
QID1582,9,1
QID1582,10,1
QID1582,1,1
QID1582,2,1
QID1582,3,1
QID1582,4,1
QID1582,5,1
QID1582,6,1
QID1582,7,1
QID1582,8,1
QID1582,9,1
QID1582,10,1
QID1583,1,0
QID1583,2,1
QID1583,3,1
QID1583,4,1
QID1583,5,1
QID1583,6,1
QID1583,7,1
QID1583,8,1
QID1583,9,1
QID1583,10,1
QID1583,1,0
QID1583,2,1
QID1583,3,1
QID1583,4,1
QID1583,5,1
QID1583,6,1
QID1583,7,1
QID1583,8,1
QID1583,9,1
QID1583,10,1
QID1584,1,0
QID1584,2,0
QID1584,3,0
QID1584,4,0
QID1584,5,0
QID1584,6,0
QID1584,7,0
QID1584,8,0
QID1584,9,0
QID1584,10,0
QID1585,1,0
QID1585,2,0
QID1585,3,0
QID1585,4,0
QID1585,5,0
QID1585,6,0
QID1585,7,0
QID1585,8,0
QID1585,9,0
QID1585,10,1
QID1586,1,1
QID1586,2,1
QID1586,3,1
QID1586,4,1
QID1586,5,1
QID1586,6,1
QID1586,7,1
QID1586,8,1
QID1586,9,1
QID1586,10,1
QID1587,1,0
QID1587,2,0
QID1587,3,0
QID1587,4,0
QID1587,5,0
QID1587,6,0
QID1587,7,0
QID1587,8,0
QID1587,9,0
QID1587,10,0
QID1588,1,0
QID1588,2,1
QID1588,3,1
QID1588,4,1
QID1588,5,1
QID1588,6,1
QID1588,7,1
QID1588,8,1
QID1588,9,1
QID1588,10,1
QID1588,1,0
QID1588,2,1
QID1588,3,1
QID1588,4,1
QID1588,5,1
QID1588,6,1
QID1588,7,1
QID1588,8,1
QID1588,9,1
QID1588,10,1
QID1589,1,1
QID1589,2,1
QID1589,3,1
QID1589,4,1
QID1589,5,1
QID1589,6,1
QID1589,7,1
QID1589,8,1
QID1589,9,1
QID1589,10,1
QID1589,1,1
QID1589,2,1
QID1589,3,1
QID1589,4,1
QID1589,5,1
QID1589,6,1
QID1589,7,1
QID1589,8,1
QID1589,9,1
QID1589,10,1
QID1590,1,0
QID1590,2,0
QID1590,3,1
QID1590,4,1
QID1590,5,1
QID1590,6,1
QID1590,7,1
QID1590,8,1
QID1590,9,1
QID1590,10,1
QID1590,1,0
QID1590,2,0
QID1590,3,1
QID1590,4,1
QID1590,5,1
QID1590,6,1
QID1590,7,1
QID1590,8,1
QID1590,9,1
QID1590,10,1
QID1591,1,0
QID1591,2,0
QID1591,3,0
QID1591,4,0
QID1591,5,0
QID1591,6,0
QID1591,7,0
QID1591,8,0
QID1591,9,0
QID1591,10,0
QID1592,1,0
QID1592,2,0
QID1592,3,0
QID1592,4,0
QID1592,5,0
QID1592,6,0
QID1592,7,0
QID1592,8,0
QID1592,9,0
QID1592,10,0
QID1593,1,0
QID1593,2,0
QID1593,3,0
QID1593,4,0
QID1593,5,0
QID1593,6,0
QID1593,7,0
QID1593,8,0
QID1593,9,0
QID1593,10,0
QID1594,1,0
QID1594,2,0
QID1594,3,0
QID1594,4,0
QID1594,5,0
QID1594,6,0
QID1594,7,1
QID1594,8,1
QID1594,9,1
QID1594,10,1
QID1595,1,1
QID1595,2,1
QID1595,3,1
QID1595,4,1
QID1595,5,1
QID1595,6,1
QID1595,7,1
QID1595,8,1
QID1595,9,1
QID1595,10,1
QID1596,1,0
QID1596,2,0
QID1596,3,0
QID1596,4,0
QID1596,5,0
QID1596,6,0
QID1596,7,0
QID1596,8,0
QID1596,9,0
QID1596,10,0
QID1597,1,0
QID1597,2,0
QID1597,3,0
QID1597,4,0
QID1597,5,0
QID1597,6,0
QID1597,7,0
QID1597,8,0
QID1597,9,0
QID1597,10,0
QID1598,1,0
QID1598,2,0
QID1598,3,0
QID1598,4,0
QID1598,5,0
QID1598,6,0
QID1598,7,0
QID1598,8,0
QID1598,9,0
QID1598,10,0
QID1599,1,0
QID1599,2,0
QID1599,3,0
QID1599,4,0
QID1599,5,0
QID1599,6,0
QID1599,7,0
QID1599,8,0
QID1599,9,0
QID1599,10,0
QID1600,1,0
QID1600,2,1
QID1600,3,1
QID1600,4,1
QID1600,5,1
QID1600,6,1
QID1600,7,1
QID1600,8,1
QID1600,9,1
QID1600,10,1
QID1601,1,0
QID1601,2,1
QID1601,3,1
QID1601,4,1
QID1601,5,1
QID1601,6,1
QID1601,7,1
QID1601,8,1
QID1601,9,1
QID1601,10,1
QID1602,1,0
QID1602,2,1
QID1602,3,1
QID1602,4,1
QID1602,5,1
QID1602,6,1
QID1602,7,1
QID1602,8,1
QID1602,9,1
QID1602,10,1
QID1603,1,0
QID1603,2,0
QID1603,3,0
QID1603,4,0
QID1603,5,0
QID1603,6,1
QID1603,7,1
QID1603,8,1
QID1603,9,1
QID1603,10,1
QID1603,1,0
QID1603,2,0
QID1603,3,0
QID1603,4,0
QID1603,5,0
QID1603,6,1
QID1603,7,1
QID1603,8,1
QID1603,9,1
QID1603,10,1
QID1604,1,1
QID1604,2,1
QID1604,3,1
QID1604,4,1
QID1604,5,1
QID1604,6,1
QID1604,7,1
QID1604,8,1
QID1604,9,1
QID1604,10,1
QID1605,1,0
QID1605,2,1
QID1605,3,1
QID1605,4,1
QID1605,5,1
QID1605,6,1
QID1605,7,1
QID1605,8,1
QID1605,9,1
QID1605,10,1
QID1606,1,1
QID1606,2,1
QID1606,3,1
QID1606,4,1
QID1606,5,1
QID1606,6,1
QID1606,7,1
QID1606,8,1
QID1606,9,1
QID1606,10,1
QID1607,1,1
QID1607,2,1
QID1607,3,1
QID1607,4,1
QID1607,5,1
QID1607,6,1
QID1607,7,1
QID1607,8,1
QID1607,9,1
QID1607,10,1
QID1607,1,1
QID1607,2,1
QID1607,3,1
QID1607,4,1
QID1607,5,1
QID1607,6,1
QID1607,7,1
QID1607,8,1
QID1607,9,1
QID1607,10,1
QID1608,1,0
QID1608,2,1
QID1608,3,1
QID1608,4,1
QID1608,5,1
QID1608,6,1
QID1608,7,1
QID1608,8,1
QID1608,9,1
QID1608,10,1
QID1608,1,0
QID1608,2,1
QID1608,3,1
QID1608,4,1
QID1608,5,1
QID1608,6,1
QID1608,7,1
QID1608,8,1
QID1608,9,1
QID1608,10,1
QID1609,1,0
QID1609,2,0
QID1609,3,1
QID1609,4,1
QID1609,5,1
QID1609,6,1
QID1609,7,1
QID1609,8,1
QID1609,9,1
QID1609,10,1
QID1610,1,0
QID1610,2,0
QID1610,3,0
QID1610,4,0
QID1610,5,1
QID1610,6,1
QID1610,7,1
QID1610,8,1
QID1610,9,1
QID1610,10,1
QID1611,1,0
QID1611,2,0
QID1611,3,1
QID1611,4,1
QID1611,5,1
QID1611,6,1
QID1611,7,1
QID1611,8,1
QID1611,9,1
QID1611,10,1
QID1611,1,0
QID1611,2,0
QID1611,3,1
QID1611,4,1
QID1611,5,1
QID1611,6,1
QID1611,7,1
QID1611,8,1
QID1611,9,1
QID1611,10,1
Q2693,1,0
Q2693,2,0
Q2693,3,0
Q2693,4,0
Q2693,5,0
Q2693,6,0
Q2693,7,0
Q2693,8,0
Q2693,9,0
Q2693,10,0
QID1612,1,0
QID1612,2,0
QID1612,3,0
QID1612,4,0
QID1612,5,0
QID1612,6,0
QID1612,7,0
QID1612,8,0
QID1612,9,0
QID1612,10,0
QID1613,1,0
QID1613,2,1
QID1613,3,1
QID1613,4,1
QID1613,5,1
QID1613,6,1
QID1613,7,1
QID1613,8,1
QID1613,9,1
QID1613,10,1
QID1614,1,0
QID1614,2,0
QID1614,3,0
QID1614,4,0
QID1614,5,0
QID1614,6,0
QID1614,7,0
QID1614,8,0
QID1614,9,0
QID1614,10,0
QID1615,1,0
QID1615,2,0
QID1615,3,0
QID1615,4,0
QID1615,5,0
QID1615,6,0
QID1615,7,0
QID1615,8,0
QID1615,9,0
QID1615,10,0
QID1616,1,0
QID1616,2,0
QID1616,3,0
QID1616,4,0
QID1616,5,0
QID1616,6,0
QID1616,7,0
QID1616,8,0
QID1616,9,0
QID1616,10,0
QID1617,1,0
QID1617,2,1
QID1617,3,1
QID1617,4,1
QID1617,5,1
QID1617,6,1
QID1617,7,1
QID1617,8,1
QID1617,9,1
QID1617,10,1
QID1617,1,0
QID1617,2,1
QID1617,3,1
QID1617,4,1
QID1617,5,1
QID1617,6,1
QID1617,7,1
QID1617,8,1
QID1617,9,1
QID1617,10,1
QID1618,1,1
QID1618,2,1
QID1618,3,1
QID1618,4,1
QID1618,5,1
QID1618,6,1
QID1618,7,1
QID1618,8,1
QID1618,9,1
QID1618,10,1
QID1618,1,1
QID1618,2,1
QID1618,3,1
QID1618,4,1
QID1618,5,1
QID1618,6,1
QID1618,7,1
QID1618,8,1
QID1618,9,1
QID1618,10,1
QID1619,1,0
QID1619,2,0
QID1619,3,0
QID1619,4,0
QID1619,5,0
QID1619,6,0
QID1619,7,0
QID1619,8,0
QID1619,9,0
QID1619,10,0
QID1620,1,0
QID1620,2,0
QID1620,3,1
QID1620,4,1
QID1620,5,1
QID1620,6,1
QID1620,7,1
QID1620,8,1
QID1620,9,1
QID1620,10,1
QID1621,1,0
QID1621,2,0
QID1621,3,0
QID1621,4,0
QID1621,5,0
QID1621,6,0
QID1621,7,0
QID1621,8,0
QID1621,9,0
QID1621,10,0
QID1622,1,0
QID1622,2,1
QID1622,3,1
QID1622,4,1
QID1622,5,1
QID1622,6,1
QID1622,7,1
QID1622,8,1
QID1622,9,1
QID1622,10,1
QID1623,1,1
QID1623,2,1
QID1623,3,1
QID1623,4,1
QID1623,5,1
QID1623,6,1
QID1623,7,1
QID1623,8,1
QID1623,9,1
QID1623,10,1
QID1624,1,0
QID1624,2,1
QID1624,3,1
QID1624,4,1
QID1624,5,1
QID1624,6,1
QID1624,7,1
QID1624,8,1
QID1624,9,1
QID1624,10,1
QID1624,1,0
QID1624,2,1
QID1624,3,1
QID1624,4,1
QID1624,5,1
QID1624,6,1
QID1624,7,1
QID1624,8,1
QID1624,9,1
QID1624,10,1
QID1625,1,0
QID1625,2,0
QID1625,3,0
QID1625,4,0
QID1625,5,0
QID1625,6,0
QID1625,7,0
QID1625,8,0
QID1625,9,0
QID1625,10,0
QID1626,1,0
QID1626,2,0
QID1626,3,0
QID1626,4,0
QID1626,5,1
QID1626,6,1
QID1626,7,1
QID1626,8,1
QID1626,9,1
QID1626,10,1
QID1626,1,0
QID1626,2,0
QID1626,3,0
QID1626,4,0
QID1626,5,1
QID1626,6,1
QID1626,7,1
QID1626,8,1
QID1626,9,1
QID1626,10,1
QID1627,1,0
QID1627,2,0
QID1627,3,0
QID1627,4,0
QID1627,5,0
QID1627,6,0
QID1627,7,0
QID1627,8,0
QID1627,9,0
QID1627,10,0
QID1628,1,0
QID1628,2,0
QID1628,3,0
QID1628,4,0
QID1628,5,0
QID1628,6,0
QID1628,7,0
QID1628,8,0
QID1628,9,0
QID1628,10,0
QID1629,1,0
QID1629,2,0
QID1629,3,0
QID1629,4,0
QID1629,5,0
QID1629,6,0
QID1629,7,0
QID1629,8,0
QID1629,9,0
QID1629,10,0
QID1630,1,0
QID1630,2,0
QID1630,3,0
QID1630,4,0
QID1630,5,0
QID1630,6,0
QID1630,7,0
QID1630,8,0
QID1630,9,0
QID1630,10,0
QID1631,1,0
QID1631,2,0
QID1631,3,0
QID1631,4,0
QID1631,5,0
QID1631,6,0
QID1631,7,0
QID1631,8,0
QID1631,9,0
QID1631,10,0
QID1632,1,0
QID1632,2,0
QID1632,3,0
QID1632,4,1
QID1632,5,1
QID1632,6,1
QID1632,7,1
QID1632,8,1
QID1632,9,1
QID1632,10,1
QID1633,1,0
QID1633,2,0
QID1633,3,0
QID1633,4,0
QID1633,5,0
QID1633,6,0
QID1633,7,0
QID1633,8,0
QID1633,9,0
QID1633,10,0
QID1633,1,0
QID1633,2,0
QID1633,3,0
QID1633,4,0
QID1633,5,0
QID1633,6,0
QID1633,7,0
QID1633,8,0
QID1633,9,0
QID1633,10,0
QID1634,1,0
QID1634,2,0
QID1634,3,0
QID1634,4,0
QID1634,5,0
QID1634,6,0
QID1634,7,0
QID1634,8,0
QID1634,9,0
QID1634,10,0
QID1635,1,1
QID1635,2,1
QID1635,3,1
QID1635,4,1
QID1635,5,1
QID1635,6,1
QID1635,7,1
QID1635,8,1
QID1635,9,1
QID1635,10,1
QID1635,1,1
QID1635,2,1
QID1635,3,1
QID1635,4,1
QID1635,5,1
QID1635,6,1
QID1635,7,1
QID1635,8,1
QID1635,9,1
QID1635,10,1
QID1636,1,0
QID1636,2,0
QID1636,3,0
QID1636,4,0
QID1636,5,0
QID1636,6,0
QID1636,7,1
QID1636,8,1
QID1636,9,1
QID1636,10,1
QID1637,1,1
QID1637,2,1
QID1637,3,1
QID1637,4,1
QID1637,5,1
QID1637,6,1
QID1637,7,1
QID1637,8,1
QID1637,9,1
QID1637,10,1
QID1638,1,0
QID1638,2,0
QID1638,3,0
QID1638,4,0
QID1638,5,0
QID1638,6,0
QID1638,7,0
QID1638,8,0
QID1638,9,0
QID1638,10,0
QID1639,1,0
QID1639,2,1
QID1639,3,1
QID1639,4,1
QID1639,5,1
QID1639,6,1
QID1639,7,1
QID1639,8,1
QID1639,9,1
QID1639,10,1
QID1640,1,1
QID1640,2,1
QID1640,3,1
QID1640,4,1
QID1640,5,1
QID1640,6,1
QID1640,7,1
QID1640,8,1
QID1640,9,1
QID1640,10,1
QID1640,1,1
QID1640,2,1
QID1640,3,1
QID1640,4,1
QID1640,5,1
QID1640,6,1
QID1640,7,1
QID1640,8,1
QID1640,9,1
QID1640,10,1
QID1641,1,1
QID1641,2,1
QID1641,3,1
QID1641,4,1
QID1641,5,1
QID1641,6,1
QID1641,7,1
QID1641,8,1
QID1641,9,1
QID1641,10,1
QID1642,1,1
QID1642,2,1
QID1642,3,1
QID1642,4,1
QID1642,5,1
QID1642,6,1
QID1642,7,1
QID1642,8,1
QID1642,9,1
QID1642,10,1
QID1643,1,1
QID1643,2,1
QID1643,3,1
QID1643,4,1
QID1643,5,1
QID1643,6,1
QID1643,7,1
QID1643,8,1
QID1643,9,1
QID1643,10,1
QID1644,1,0
QID1644,2,1
QID1644,3,1
QID1644,4,1
QID1644,5,1
QID1644,6,1
QID1644,7,1
QID1644,8,1
QID1644,9,1
QID1644,10,1
QID1645,1,0
QID1645,2,0
QID1645,3,0
QID1645,4,0
QID1645,5,0
QID1645,6,0
QID1645,7,0
QID1645,8,0
QID1645,9,0
QID1645,10,0
QID1646,1,1
QID1646,2,1
QID1646,3,1
QID1646,4,1
QID1646,5,1
QID1646,6,1
QID1646,7,1
QID1646,8,1
QID1646,9,1
QID1646,10,1
QID1646,1,1
QID1646,2,1
QID1646,3,1
QID1646,4,1
QID1646,5,1
QID1646,6,1
QID1646,7,1
QID1646,8,1
QID1646,9,1
QID1646,10,1
QID1647,1,0
QID1647,2,0
QID1647,3,0
QID1647,4,0
QID1647,5,0
QID1647,6,0
QID1647,7,1
QID1647,8,1
QID1647,9,1
QID1647,10,1
QID1648,1,1
QID1648,2,1
QID1648,3,1
QID1648,4,1
QID1648,5,1
QID1648,6,1
QID1648,7,1
QID1648,8,1
QID1648,9,1
QID1648,10,1
QID1648,1,1
QID1648,2,1
QID1648,3,1
QID1648,4,1
QID1648,5,1
QID1648,6,1
QID1648,7,1
QID1648,8,1
QID1648,9,1
QID1648,10,1
QID1649,1,0
QID1649,2,0
QID1649,3,0
QID1649,4,0
QID1649,5,0
QID1649,6,0
QID1649,7,0
QID1649,8,0
QID1649,9,0
QID1649,10,0
QID1650,1,1
QID1650,2,1
QID1650,3,1
QID1650,4,1
QID1650,5,1
QID1650,6,1
QID1650,7,1
QID1650,8,1
QID1650,9,1
QID1650,10,1
QID1650,1,1
QID1650,2,1
QID1650,3,1
QID1650,4,1
QID1650,5,1
QID1650,6,1
QID1650,7,1
QID1650,8,1
QID1650,9,1
QID1650,10,1
QID1651,1,0
QID1651,2,1
QID1651,3,1
QID1651,4,1
QID1651,5,1
QID1651,6,1
QID1651,7,1
QID1651,8,1
QID1651,9,1
QID1651,10,1
QID1652,1,0
QID1652,2,0
QID1652,3,0
QID1652,4,0
QID1652,5,0
QID1652,6,0
QID1652,7,0
QID1652,8,0
QID1652,9,0
QID1652,10,0
Q2694,1,1
Q2694,2,1
Q2694,3,1
