,Word_ID,Target,ClozeProbability,gptEntropy,gptSurprisal
1100,QID1012,any,0.026315789,3.837828282,2.016624451
1101,QID1013,certainty,0.210526316,3.186650028,0.859214783
1102,QID1014,whether,0.027027027,3.35643646,2.262901306
1103,QID1015,these,0.131578947,6.735700521,3.087768555
1104,QID1016,materials,0,7.21088377,6.431922913
1105,QID1017,will,0.289473684,3.825846939,0.882087708
1106,QID1018,exist,0,6.548778769,4.533454895
1107,QID1019,as,0.026315789,4.891744502,3.919960022
1108,QID1020,gases,0,8.795941234,6.771873474
1109,QID1021,liquids,0.473684211,6.926624653,4.629470825
1110,QID1022,or,0.894736842,2.560617356,0.251960725
1111,QID1023,solids,1,7.272001588,6.516694546
1112,QID1024,at,0.055555556,3.690619388,3.891181946
1113,QID1025,room,0.368421053,4.314164159,5.66758728
1114,Q2688,temperature,0.973684211,0.360307115,0.049545281
1115,QID1026,did,0,8.795336543,8.141357422
1116,QID1027,not,0.7,6.051317576,1.034622192
1117,QID1028,like,0.175,8.444502254,4.807540894
1118,QID1029,it,0,6.552718548,2.489776611
1119,QID1030,but,0.125,6.307576541,1.545532227
1120,QID1031,he,0.85,7.527079377,1.553733826
1121,QID1032,bore,0,7.088342004,10.88764954
1122,QID1033,up,0.025641026,5.711327481,7.130241394
1123,QID1034,well,0.025641026,5.415432362,6.046157837
1124,QID1035,to,0.025,4.367814491,2.79234314
1125,QID1036,the,0.425,8.649654855,1.657073975
1126,QID1037,work,0.052631579,11.39521616,6.796707153
1127,QID1038,taking,0.054054054,6.427385847,5.157081604
1128,QID1039,pride,0.052631579,7.37621482,4.774337769
1129,QID1040,in,0.921052632,1.049546227,0.121040374
1130,QID1041,it,0.131578947,4.1359977,3.322364807
1131,QID1042,it,0.027027027,6.312815133,3.543395996
1132,QID1043,was,0.763157895,4.343195862,0.65335077
1133,QID1044,a,0.131578947,7.399667062,1.647964478
1134,QID1045,monotonous,0.051282051,9.391840481,10.93194103
1135,QID1046,life,0.051282051,7.028056581,4.655929565
1136,QID1047,operating,0.051282051,6.526811769,9.799377441
1137,QID1048,with,0.076923077,5.716991558,2.857215881
1138,QID1049,machine-like,0.025641026,7.919832717,9.069987297
1139,QID1050,regularity,0.051282051,6.922098758,7.512352467
1140,QID1051,one,0.051282051,6.687453884,4.906356812
1141,QID1052,day,0.666666667,6.576637207,1.427696228
1142,QID1053,was,0.025641026,4.974506681,7.54460907
1143,QID1054,very,0.051282051,7.788123587,5.362480164
1144,QID1055,like,0.051282051,7.604534171,7.537994385
1145,QID1056,another,0.052631579,6.869249865,3.435958862
1146,QID1057,at,0.026315789,6.954536062,4.425460815
1147,QID1058,a,0.076923077,6.382552034,3.385368347
1148,QID1059,certain,0.076923077,9.346066267,3.055862427
1149,QID1060,time,0.487179487,5.055105319,2.185508728
1150,QID1061,each,0.105263158,5.240761622,6.880844116
1151,QID1062,morning,0.052631579,7.863089449,3.470985413
1152,QID1063,the,0.131578947,5.566103955,2.351264954
1153,QID1064,cooks,0.052631579,11.1863852,8.239089966
1154,QID1065,turned,0.052631579,7.099730007,5.246894836
1155,QID1066,out,0.052631579,5.11778474,2.842926025
1156,QID1067,fires,0.052631579,6.81706001,11.63175201
1157,QID1068,were,0.131578947,5.896035128,1.371070862
1158,QID1069,built,0.052631579,5.481178234,6.486686707
1159,QID1070,and,0.657894737,7.602816409,1.102005005
1160,QID1071,breakfast,0.052631579,8.282444378,6.071456909
1161,QID1072,was,0.868421053,4.164832311,0.518547118
1162,QID1073,eaten,0.052631579,6.486574708,3.734321594
1163,QID1074,days,0.023809524,11.87440042,6.950187683
1164,QID1075,neuroscience,0,8.897996427,11.17035675
1165,QID1076,is,0.571428571,6.313326953,1.555511475
1166,QID1077,beginning,0,8.257668557,6.496803284
1167,QID1078,to,0.952380952,0.131739957,0.009208689
1168,QID1078,to,0.023809524,0.131739957,0.009208689
1169,QID1079,catch,0,7.864251364,3.789916992
1170,QID1080,up,0.285714286,0.675640895,0.103599519
1171,QID1080,up,0.023809524,0.675640895,0.103599519
1172,QID1081,to,0.238095238,2.444032037,1.333320618
1173,QID1082,musicians,0,6.965183163,11.39083862
1174,QID1083,who,0.12195122,4.036067869,3.186660767
1175,QID1084,practice,0.023809524,6.782796938,6.098800659
1176,QID1085,mentally,0,7.972178733,11.69709778
1177,QID1086,although,0,7.4710605,5.724624634
1178,QID1087,the,0.071428571,7.799664999,2.315544128
1179,QID1088,details,0,9.914914019,6.880966187
1180,QID1089,are,0.595238095,2.94375549,1.285598755
1181,QID1090,still,0.166666667,4.711190236,0.769203186
1182,QID1090,still,0.023809524,4.711190236,0.769203186
1183,QID1091,somewhat,0,6.339889329,4.766174316
1184,QID1092,elusive,0,4.95993012,4.303085327
1185,QID1093,the,0.119047619,7.518769175,2.311523438
1186,QID1094,key,0,9.847045537,5.612991333
1187,QID1095,to,0.476190476,6.225421117,1.710601807
1188,QID1096,the,0.095238095,6.153838498,2.900177002
1189,QID1096,the,0.023809524,6.153838498,2.900177002
1190,QID1097,success,0.047619048,9.415259702,2.433586121
1191,QID1098,of,0.547619048,0.770546253,0.069966793
1192,QID1099,mental,0.023809524,8.119978559,3.892089844
1193,QID1100,imagery,0,5.86290783,6.184829712
1194,QID1101,as,0,4.055933585,3.977828979
1195,QID1102,a,0.619047619,3.558802942,0.558921814
1196,QID1103,rehearsal,0,7.564544766,10.25915527
1197,QID1104,technique,0.095238095,3.400746414,2.534355164
1198,QID1105,is,0.682926829,3.164025366,0.5204162
1199,QID1106,that,0,7.002387826,1.676895142
1200,QID1107,most,0,4.026310949,6.136283875
1201,QID1108,of,0.19047619,5.492106011,1.473609924
1202,QID1109,the,0.833333333,2.905832284,0.837120056
1203,QID1110,same,0,7.735970193,7.043983459
1204,QID1111,neurological,0,8.450414329,5.978973389
1205,QID1112,regions,0.023809524,7.21842005,6.300453186
1206,QID1113,are,0.571428571,5.985662167,1.546684265
1207,QID1114,invoked,0,6.774690364,9.539489746
1208,QID1115,by,0.261904762,4.900521465,2.833000183
1209,QID1116,mental,0.071428571,6.245761161,5.348129272
1210,QID1117,practice,0.166666667,1.660622169,6.933998108
1211,QID1118,as,0.219512195,3.350427042,3.554023743
1212,QID1119,by,0.047619048,5.415557221,7.979454041
1213,QID1120,real,0.024390244,8.456932472,4.893386841
1214,QID1121,practice,0.5,5.741795927,3.41708374
1215,QID1122,only,0.069767442,10.57264034,5.696763992
1216,QID1123,smoke,0,4.496405919,12.46612549
1217,QID1124,came,0,5.758390189,8.312553406
1218,QID1125,out,0.255813953,3.317767193,1.090354919
1219,QID1125,out,0.023255814,3.317767193,1.090354919
1220,QID1126,of,0.790697674,3.676208962,0.744903564
1221,QID1126,of,0.046511628,3.676208962,0.744903564
1222,QID1127,it,0,4.542448082,2.78894043
1223,QID1128,there,0.162790698,6.253909011,3.321395874
1224,QID1128,there,0.046511628,6.253909011,3.321395874
1225,QID1129,came,0.023255814,1.800004133,6.559459686
1226,QID1130,also,0.268292683,3.908161963,4.842651367
1227,QID1130,also,0.024390244,3.908161963,4.842651367
1228,QID1131,children,0.024390244,6.586605321,8.863922119
1229,QID1132,voices,0.071428571,8.211068138,3.693496704
1230,QID1133,for,0.046511628,8.480911669,5.514450073
1231,QID1134,so,0.046511628,6.771635952,7.320014954
1232,QID1135,safe,0.046511628,3.728713202,11.94747162
1233,QID1136,did,0.069767442,5.527156076,3.411369324
1234,QID1137,the,0.23255814,4.499925372,2.049007416
1235,QID1137,the,0.046511628,4.499925372,2.049007416
1236,QID1138,boys,0.046511628,9.000322664,6.632575989
1237,QID1139,feel,0.325581395,7.364767654,4.862510681
1238,QID1139,feel,0.023255814,7.364767654,4.862510681
1239,QID1140,in,0.139534884,5.230004452,3.987449646
1240,QID1140,in,0.023255814,5.230004452,3.987449646
1241,QID1141,their,0.093023256,4.83498782,1.216781616
1242,QID1142,hiding-place,0,8.727671001,8.537938118
1243,QID1143,that,0.56097561,4.348347431,2.004013062
1244,QID1143,that,0.048780488,4.348347431,2.004013062
1245,QID1144,they,0.813953488,3.803437944,0.533698976
1246,QID1144,they,0.046511628,3.803437944,0.533698976
1247,QID1145,were,0.11627907,7.937421727,2.56578064
1248,QID1146,gaily,0.046511628,9.024873532,8.32716465
1249,QID1147,chattering,0.046511628,10.25858901,8.775704384
1250,QID1148,the,0.255813953,6.412477015,2.529693604
1251,QID1148,the,0.093023256,6.412477015,2.529693604
1252,QID1149,pirates,0.046511628,9.770827642,10.24453735
1253,QID1150,listened,0.046511628,7.547911291,7.146247864
1254,QID1151,grimly,0.046511628,5.590572614,10.06405258
1255,QID1152,and,0.23255814,7.492165523,1.857078552
1256,QID1153,then,0.069767442,8.209170137,3.079307556
1257,QID1154,replaced,0.047619048,8.626930443,9.644569397
1258,QID1155,the,0.666666667,4.383669227,1.132293701
1259,QID1155,the,0.023809524,4.383669227,1.132293701
1260,QID1156,mushroom,0.05,10.5759142,10.28107452
1261,QID1157,they,0.146341463,6.026067771,2.680717468
1262,QID1157,they,0.073170732,6.026067771,2.680717468
1263,QID1158,looked,0.073170732,8.177266668,3.358810425
1264,QID1158,looked,0.024390244,8.177266668,3.358810425
1265,QID1159,around,0.2,6.824587346,4.074935913
1266,QID1160,them,0.05,5.559191972,3.745147705
1267,QID1161,and,0.6,4.807170658,2.962089539
1268,QID1161,and,0.025,4.807170658,2.962089539
1269,QID1162,noted,0.05,6.881103597,6.339744568
1270,QID1163,the,0.1,4.726593002,1.543609619
1271,QID1164,holes,0,11.15573514,6.985488892
1272,QID1165,in,0.820512821,4.323729146,0.854263246
1273,QID1165,in,0.025641026,4.323729146,0.854263246
1274,QID1166,the,0.846153846,1.904104199,0.265501767
1275,QID1166,the,0.025641026,1.904104199,0.265501767
1276,QID1167,seven,0.025641026,8.939979455,10.42971802
1277,QID1168,trees,0.131578947,8.576492059,3.997283936
1278,QID1169,a,0,10.39970147,3.591030121
1279,QID1170,nucleus,0,11.0264145,10.94429779
1280,QID1171,has,0.069767442,7.468868065,3.85080719
1281,QID1172,all,0,6.193752231,6.456085205
1282,QID1173,of,0.279069767,4.158846627,1.453426361
1283,QID1174,its,0.511627907,2.008021964,0.485908449
1284,QID1175,proton,0,8.23537135,8.022358894
1285,QID1176,shells,0,6.865621031,8.093765259
1286,QID1177,or,0,7.213490339,6.222602844
1287,QID1178,neutron,0.302325581,8.560768029,6.172790527
1288,QID1179,shells,0.906976744,6.849168483,4.716033936
1289,QID1180,loaded,0,5.458219926,7.112854004
1290,QID1181,to,0.046511628,3.72773978,4.047569275
1291,QID1182,full,0.093023256,7.549884964,6.140960693
1292,QID1183,capacity,0.558139535,6.032858334,1.394416809
1293,QID1184,the,0.186046512,6.09223844,1.498748779
1294,QID1185,layers,0,9.806828426,8.682273865
1295,QID1186,can,0,5.365997325,3.982719421
1296,QID1187,align,0.023255814,7.432526755,9.883773804
1297,QID1188,so,0,6.095186222,4.810272217
1298,QID1189,well,0,2.641787664,4.734481812
1299,QID1190,that,0.906976744,2.431714983,0.365188569
1300,QID1191,each,0,5.317775797,4.44115448
1301,QID1192,shell,0.139534884,6.125440722,4.324935913
1302,QID1193,can,0.302325581,6.7831354,1.855171204
1303,QID1194,spoon,0,7.460487007,12.67138672
1304,QID1195,intimately,0,4.401511052,14.85830688
1305,QID1196,with,0.558139535,2.796440139,2.609024048
1306,QID1197,its,0,3.974975159,1.916732788
1307,QID1198,attractive,0,7.523722964,10.95200348
1308,QID1199,neighbors,0.047619048,8.497448833,5.003166199
1309,QID1200,forming,0,8.095294233,3.090492249
1310,QID1201,a,0.69047619,5.47134117,0.811042786
1311,QID1202,more,0,9.957561589,4.826065063
1312,QID1203,compact,0.071428571,8.292085725,3.233276367
1313,QID1204,sphere,0,7.403079198,5.434700012
1314,QID1205,that,0.12195122,3.982776636,2.882286072
1315,QID1206,fits,0,7.327950984,5.550575256
1316,QID1207,well,0.095238095,5.90871025,4.692550659
1317,QID1208,within,0.095238095,4.356392435,2.259552002
1318,QID1209,the,0.547619048,2.911526285,0.455337465
1319,QID1210,strong,0,9.641422392,7.686500549
1320,QID1211,nuclear,0.023809524,8.443378175,5.097091675
1321,QID1212,force,0.071428571,7.289595414,2.792129517
1322,QID1213,area,0.023809524,9.691600738,6.350212097
1323,QID1214,of,0.595238095,2.076955706,0.545669615
1324,QID1215,influence,0.166666667,7.752229432,2.240859985
1325,QID1216,vehicles,0.024390244,11.84486893,8.016269684
1326,QID1217,have,0.024390244,6.695200671,3.090789795
1327,QID1218,a,0.024390244,7.340759564,2.965774536
1328,QID1219,halo,0,9.1359757,9.344634056
1329,QID1220,that,0.024390244,4.398428779,3.437484741
1330,QID1221,makes,0.073170732,7.822665271,3.459991455
1331,QID1222,owners,0,3.309442201,10.60549927
1332,QID1223,feel,0.146341463,6.518187183,2.040893555
1333,QID1224,righteous,0.024390244,6.080074451,10.72208405
1334,QID1225,and,0.341463415,4.451470636,1.668327332
1335,QID1226,their,0.024390244,9.540450002,5.086257935
1336,QID1227,neighbors,0.125,8.420902107,5.255554199
1337,QID1228,feel,0.341463415,5.371819282,0.706916809
1338,QID1229,guilty,0.073170732,8.061991512,4.292076111
1339,QID1230,for,0.275,3.430638031,2.598838806
1340,QID1231,not,0.414634146,7.97085997,1.970909119
1341,QID1232,doing,0.073170732,7.16127503,2.455276489
1342,QID1233,as,0.024390244,4.072539541,4.844314575
1343,QID1234,much,0.292682927,2.518064549,2.068748474
1344,QID1235,to,0.341463415,4.886127549,2.030715942
1345,QID1236,save,0.243902439,4.925055822,4.768844604
1346,QID1237,the,0.756097561,3.951938427,2.113952637
1347,QID1237,the,0.024390244,3.951938427,2.113952637
1348,QID1238,planet,0.195121951,7.210609286,2.53553772
1349,QID1239,they,0.153846154,6.794605955,3.752685547
1350,QID1239,they,0.051282051,6.794605955,3.752685547
1351,QID1240,also,0.195121951,6.485295157,2.153182983
1352,QID1241,cost,0.025,7.426797669,6.527053833
1353,QID1242,more,0.25,5.584409788,1.948707581
1354,QID1243,and,0.025,4.147164189,2.332946777
1355,QID1244,a,0,7.555961455,6.032409668
1356,QID1245,new,0,7.829532194,4.277412415
1357,QID1246,report,0.05,9.501722948,7.30783844
1358,QID1247,from,0.025,5.194675775,1.6770401
1359,QID1248,the,0.5,5.125450007,0.576263428
1360,QID1249,very,0.025,7.765806431,10.27204895
1361,QID1250,green,0.025,6.606407404,6.860359192
1362,QID1251,union,0.025,7.413241997,10.12976837
1363,QID1252,of,0.384615385,4.475087293,0.776611328
1364,QID1253,concerned,0.025641026,0.769111144,0.749085903
1365,QID1254,scientists,0.051282051,0.523351935,0.042198155
1366,QID1254,scientists,0.025641026,0.523351935,0.042198155
1367,QID1255,says,0.256410256,6.240306559,2.516365051
1368,QID1256,buyers,0.025641026,5.932625469,9.6092453
1369,QID1257,are,0.256410256,4.927439501,6.186231136
1370,QID1258,always,0.051282051,7.505174291,4.584838867
1371,QID1259,getting,0.128205128,7.564174659,4.062339783
1372,QID1260,their,0.179487179,3.432443161,3.436264038
1373,QID1261,money,0.564102564,7.069575257,1.38898468
1374,Q2689,worth,0.974358974,0.046990282,0.003356959
1375,QID1262,girl,0,12.72680422,8.683240891
1376,QID1263,feet,0,8.720671307,6.899925232
1377,QID1264,were,0.631578947,6.385348472,1.194190979
1378,QID1264,were,0.052631579,6.385348472,1.194190979
1379,QID1265,then,0,8.600316472,6.055633545
1380,QID1266,re-wrapped,0,7.861808522,8.423973083
1381,QID1267,even,0,4.11306003,9.474151611
1382,QID1268,tighter,0.078947368,4.090394092,1.911567688
1383,QID1269,than,0.578947368,4.295172459,3.687324524
1384,QID1270,before,0.605263158,3.596285185,0.854614198
1385,QID1270,before,0.052631579,3.596285185,0.854614198
1386,QID1271,causing,0.052631579,6.549275455,4.995925903
1387,QID1271,causing,0.026315789,6.549275455,4.995925903
1388,QID1272,her,0.473684211,5.034524155,1.05418396
1389,QID1272,her,0.026315789,5.034524155,1.05418396
1390,QID1273,footprint,0,3.41137047,12.23428345
1391,QID1274,to,0.947368421,0.584356159,0.043067906
1392,QID1274,to,0.052631579,0.584356159,0.043067906
1393,QID1275,shrink,0.315789474,8.115936279,5.578804016
1394,QID1276,further,0,5.649669637,3.261154175
1395,QID1277,as,0,3.550836705,3.448570251
1396,QID1278,the,0.184210526,3.494917234,2.009063721
1397,QID1279,bones,0.026315789,10.67575013,6.944892883
1398,QID1280,slowly,0,7.591374059,4.869239807
1399,QID1281,fused,0.052631579,8.44372558,5.11856842
1400,QID1282,into,0.027027027,3.026902222,2.043632507
1401,QID1283,their,0.027027027,4.498163582,4.19449234
1402,QID1284,new,0.054054054,9.059827286,4.245033264
1403,QID1285,configuration,0,7.680118483,6.705718994
1404,QID1286,occasionally,0,5.397458111,9.386283875
1405,QID1287,girls,0,3.475967842,9.597637177
1406,QID1288,feet,0.675675676,4.396445131,0.584487915
1407,QID1288,feet,0.054054054,4.396445131,0.584487915
1408,QID1289,would,0.216216216,4.805177379,0.744316101
1409,QID1290,fester,0,7.844370857,7.690438747
1410,QID1291,and,0.277777778,6.930316089,2.238853455
1411,QID1292,blood,0,6.92661227,8.186706543
1412,QID1293,poisoning,0,5.374651836,9.962211609
1413,QID1294,from,0,3.467908735,3.507667542
1414,QID1295,gangrene,0,8.416564704,8.263015747
1415,QID1296,could,0,4.879111345,2.451858521
1416,QID1297,be,0.027027027,5.771356649,1.375656128
1417,QID1298,a,0.162162162,5.800312336,3.983634949
1418,QID1299,cause,0.027027027,6.886538937,4.388923645
1419,QID1300,for,0.27027027,3.220697777,1.390258789
1420,QID1301,concern,0.162162162,8.397013028,2.998199463
1421,QID1302,but,0.135135135,4.408261371,0.715866089
1422,QID1303,an,0,7.254315581,6.59727478
1423,QID1304,estimated,0,8.937672136,4.611778259
1424,QID1305,0.9,0,5.972434637,3.966308594
1425,QID1306,survived,0,1.25086843,7.822658539
1426,QID1307,the,0.486486486,3.632215456,2.357818604
1427,QID1307,the,0.027027027,3.632215456,2.357818604
1428,Q2690,process,0.081081081,6.423040877,3.930603027
1429,QID1308,early,0,12.60870167,7.619045258
1430,QID1309,task,0,10.05430733,8.303909302
1431,QID1310,will,0.024390244,5.777409063,4.645812988
1432,QID1311,be,0.256410256,4.943339298,0.865219116
1433,QID1312,to,0.1,5.40532047,0.603981018
1434,QID1312,to,0.025,5.40532047,0.603981018
1435,QID1313,make,0,8.632582481,4.201789856
1436,QID1314,sure,0.048780488,5.255145219,0.73727417
1437,QID1314,sure,0.024390244,5.255145219,0.73727417
1438,QID1315,the,0.024390244,5.408035732,1.887748718
1439,QID1316,newfound,0,12.11397775,12.15705872
1440,QID1317,microbes,0,11.52597044,9.7423172
1441,QID1318,were,0,5.711468507,5.087913513
1442,QID1319,not,0.12195122,8.550286719,2.755645752
1443,QID1320,introduced,0,9.46807695,5.099197388
1444,QID1321,while,0,4.361967769,5.644958496
1445,QID1322,drilling,0,7.801106214,7.090248108
1446,QID1323,through,0.048780488,5.93890146,3.826629639
1447,QID1324,the,0.75,6.33932729,0.837844849
1448,QID1324,the,0.025,6.33932729,0.837844849
1449,QID1325,ice,0.048780488,7.502177665,5.163925171
1450,QID1326,into,0.024390244,5.154197595,6.278594971
1451,QID1327,the,0.902439024,4.318341618,0.437862396
1452,QID1327,the,0.024390244,4.318341618,0.437862396
1453,QID1328,lake,0.097560976,8.759674908,3.887565613
1454,QID1329,which,0.048780488,7.714140091,2.560409546
1455,QID1330,involved,0,5.9845374,10.84830475
1456,QID1331,a,0.097560976,8.817004981,2.865440369
1457,QID1331,a,0.024390244,8.817004981,2.865440369
1458,QID1332,hot-water,0,8.869226481,8.503123283
1459,QID1333,drilling,0,7.357494164,2.452598572
1460,QID1334,technique,0.024390244,6.464505894,3.232414246
1461,QID1335,designed,0,4.079824383,5.895545959
1462,QID1336,to,0.853658537,1.273817021,0.203437805
1463,QID1336,to,0.024390244,1.273817021,0.203437805
1464,QID1337,greatly,0,8.515411389,7.702011108
1465,QID1338,reduce,0.365853659,4.695628558,0.940292358
1466,QID1339,or,0.024390244,5.444527355,6.041389465
1467,QID1340,eliminate,0.341463415,1.825177405,0.214271516
1468,QID1341,any,0,6.419732619,2.589874268
1469,QID1342,contamination,0,7.803711407,3.084671021
1470,QID1343,that,0.15,3.445865375,3.808708191
1471,QID1344,might,0.170731707,3.111338825,0.889266968
1472,QID1345,come,0,4.15929619,3.172973633
1473,QID1346,from,0.317073171,2.466001617,0.404640198
1474,QID1347,other,0.048780488,6.164206988,4.950950623
1475,QID1348,kerosene-based,0,7.425541508,9.224647522
1476,QID1349,drilling,0.292682927,7.684112608,2.589126587
1477,QID1350,technology,0,4.433087066,6.8931427
1478,QID1351,christner,0,7.083900036,12.19706631
1479,QID1352,said,0.12195122,1.540274385,0.212036133
1480,QID1352,said,0.024390244,1.540274385,0.212036133
1481,QID1353,similar,0,11.74726396,7.05629158
1482,QID1354,but,0.027027027,7.361861148,1.524429321
1483,QID1355,even,0,7.828906865,5.398925781
1484,QID1356,more,0.282051282,5.565644417,1.021461487
1485,QID1357,striking,0.025641026,9.044478178,4.175895691
1486,QID1358,is,0.358974359,3.600617772,0.746875763
1487,QID1359,the,0.846153846,3.664008857,0.806034088
1488,QID1360,evidence,0,9.787478314,6.759117126
1489,QID1361,from,0,3.207223968,3.996162415
1490,QID1362,athletic,0,9.144570017,11.78779602
1491,QID1363,training,0.102564103,8.4255649,3.168006897
1492,QID1364,as,0,7.754034562,4.182250977
1493,QID1365,with,0.025641026,8.297440577,3.751693726
1494,QID1366,rehearsing,0,6.966149706,13.42686749
1495,QID1367,a,0.131578947,5.78055153,2.618789673
1496,QID1368,piece,0,8.869039364,5.438774109
1497,QID1369,on,0,1.419058691,5.125190735
1498,QID1370,the,0.421052632,6.479206971,1.475250244
1499,QID1371,piano,0.487179487,10.07140791,4.037811279
1500,QID1372,practicing,0,7.900706182,6.746887207
1501,QID1373,a,0.108108108,7.853823712,2.724227905
1502,QID1374,complex,0,8.266670817,6.393508911
1503,QID1375,physical,0.026315789,8.077348875,6.493141174
1504,QID1376,task,0.078947368,5.333511866,1.838729858
1505,QID1377,in,0,6.739712532,3.452789307
1506,QID1378,the,0.263157895,6.21321654,2.095169067
1507,QID1379,mind,0.026315789,8.23529499,5.008415222
1508,QID1380,alone,0.026315789,6.232298359,6.460533142
1509,QID1381,is,0.263157895,5.568499673,1.422103882
1510,QID1382,nearly,0.026315789,7.159806986,5.606048584
1511,QID1383,as,0.473684211,3.78578702,1.421974182
1512,QID1384,effective,0.131578947,5.903933259,1.497848511
1513,QID1385,a,0.026315789,1.939397275,5.926933289
1514,QID1386,learning,0.027027027,7.040828013,4.399475098
1515,QID1387,strategy,0.157894737,5.097805515,3.815994263
1516,QID1388,as,0.540540541,1.880312463,0.348564148
1517,QID1389,actually,0.135135135,7.85435273,7.29914856
1518,QID1390,physically,0.054054054,5.318272139,7.942192078
1519,QID1391,doing,0.447368421,5.051763696,3.174964905
1520,QID1392,it,0.157894737,1.712093653,0.279083222
1521,QID1393,but,0.028571429,5.851210258,4.540145874
1522,QID1394,it,0.216216216,7.317883808,2.911193848
1523,QID1395,does,0.184210526,3.895104697,4.528768539
1524,QID1396,stop,0.027027027,5.835619687,4.150794983
1525,QID1397,there,0.315789474,1.170087061,0.173332214
1526,QID1398,bill,0,11.72531622,8.806564331
1527,QID1399,was,0.282051282,6.145688584,3.46118927
1528,QID1400,drafted,0.025,5.086237962,4.813804626
1529,QID1401,and,0,4.511539016,3.065063477
1530,QID1402,introduced,0.025641026,5.216809255,2.735298157
1531,QID1403,into,0,3.621028329,3.134712219
1532,QID1404,parliament,0,3.083976385,5.164855957
1533,QID1405,several,0,4.518798404,8.636566162
1534,QID1406,times,0.307692308,2.153485922,3.428375244
1535,QID1407,but,0.076923077,4.3632855,3.871742249
1536,QID1408,met,0,5.431987068,9.068344116
1537,QID1409,with,0.117647059,4.008007523,0.635749817
1538,QID1410,great,0.052631579,4.17293063,5.595100403
1539,QID1411,opposition,0.368421053,3.045451583,0.489006102
1540,QID1412,mostly,0,6.140640549,4.042007446
1541,QID1413,from,0.210526316,3.551871697,0.763786316
1542,QID1414,farmers,0,7.200884011,6.068450928
1543,QID1415,eventually,0,5.417627549,6.547447205
1544,QID1416,in,0,5.614017289,4.078712463
1545,QID1417,1925,0,7.050082743,5.836120605
1546,QID1418,it,0.184210526,5.489480868,2.27268219
1547,QID1419,was,0.763157895,2.118188719,0.348106384
1548,QID1419,was,0.026315789,2.118188719,0.348106384
1549,QID1420,decided,0.051282051,7.287761391,4.468528748
1550,QID1421,that,0.815789474,2.068050273,0.643213332
1551,QID1421,that,0.026315789,2.068050273,0.643213332
1552,QID1422,summer,0,6.149703347,11.39984894
1553,QID1423,time,0,6.934079757,5.317268372
1554,QID1424,should,0.105263158,5.010673601,1.344108582
1555,QID1425,begin,0,2.1953379,4.971847534
1556,QID1426,on,0.205128205,5.497979219,2.670333862
1557,QID1427,the,0.236842105,5.82452543,1.078285217
1558,QID1428,day,0.026315789,9.260354241,3.914764404
1559,QID1429,following,0.026315789,3.775544077,3.952941895
1560,QID1430,the,0.763157895,5.749604972,0.976615906
1561,QID1430,the,0.026315789,5.749604972,0.976615906
1562,QID1431,third,0.052631579,9.751059956,6.62638092
1563,QID1432,saturday,0,7.223330498,4.943733215
1564,QID1433,in,0.263157895,1.725174137,0.761371613
1565,QID1434,april,0.078947368,3.819930048,2.454551697
1566,QID1435,and,0.228571429,3.542692983,2.386634827
1567,QID1436,close,0,6.584292499,5.092124939
1568,QID1437,after,0,3.625391872,5.320655823
1569,QID1438,the,0.837837838,4.686741526,1.809738159
1570,QID1438,the,0.027027027,4.686741526,1.809738159
1571,QID1439,first,0.131578947,6.139193831,2.349899292
1572,QID1440,saturday,0.368421053,4.37271634,1.074859619
1573,QID1440,saturday,0.210526316,4.37271634,1.074859619
1574,QID1441,in,0.657894737,1.89644736,0.645103455
1575,QID1441,in,0.026315789,1.89644736,0.645103455
1576,Q2691,october,0.078947368,2.831092407,2.674720764
1577,Q2691,october,0.026315789,2.831092407,2.674720764
1578,QID1442,early,0,10.39970147,7.887298584
1579,QID1443,europeans,0,6.183893498,10.23590088
1580,QID1444,discovered,0.05,7.889076028,4.759643555
1581,QID1445,easter,0,6.720702258,8.683216095
1582,QID1446,island,0.375,6.038868096,2.624092102
1583,QID1446,island,0.075,6.038868096,2.624092102
1584,QID1447,its,0,6.459082937,6.183929443
1585,QID1448,somewhat,0,9.02485083,10.79037476
1586,QID1449,isolated,0.025,10.2823068,5.816360474
1587,QID1450,ecosystem,0.025,8.15522262,5.937522888
1588,QID1451,was,0.35,5.993341536,1.068016052
1589,QID1452,suffering,0,9.078467453,7.367996216
1590,QID1453,from,0.7,4.384999685,0.650100708
1591,QID1454,the,0.2,7.767385919,3.031944275
1592,QID1455,effects,0.075,8.809209351,2.116851807
1593,QID1456,of,1,0.170145027,0.011589069
1594,QID1457,limited,0.025,7.418925679,7.415985107
1595,QID1458,natural,0,7.009897965,3.459983826
1596,QID1459,resources,0.725,2.638396338,0.274841309
1597,QID1460,deforestation,0,7.176774795,5.355056763
1598,QID1461,and,0.65,4.232489254,0.470039397
1599,QID1462,overpopulation,0,8.729001458,4.800730705
1600,QID1463,over,0.025641026,7.026960708,4.631149292
1601,QID1464,the,0.615384615,3.595309011,0.654785156
1602,QID1465,following,0,3.803887506,4.144737244
1603,QID1466,years,0.641025641,3.842164997,2.970024109
1604,QID1467,the,0.538461538,1.728488415,3.073464394
1605,QID1468,island,0.153846154,5.20722019,0.635994017
1606,QID1469,population,0.102564103,7.939075512,1.429351807
1607,QID1470,of,0.025641026,6.170756775,4.088386536
1608,QID1471,four,0,6.847511258,6.948120117
1609,QID1472,thousand,0.205128205,2.052523335,4.502609253
